,datetaken,encounter_latitude,encounter_longitude,owner,ownername,relevant,title,url,wild,confidence,user_location_name,user_coordinates,user_latitude,user_longitude,encounter_coordinates,residing_mongodb_collection,num_encounters_at_coords
35,2020-07-14T13:45:15.000Z,,,8773601@N03,Joanna P Dale,True,P7140379 (2) giraffe,https://live.staticflickr.com/65535/50126352338_26f9599356_b.jpg,FALSE,,"Norwich, UK","(52.62810134887695, 1.2993489503860474)",52.62810134887695,1.2993489503860474,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
36,2020-06-28T11:06:05.000Z,,,8418483@N06,Tristan27,True,20200628 - Whipsnade - 16 - DSC_6786,https://live.staticflickr.com/65535/50125391171_491a10337c_b.jpg,FALSE,,UK,"(53.937076568603516, -2.5180160999298096)",53.937076568603516,-2.5180160999298096,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
37,2020-07-17T16:39:10.000Z,,,27109078@N05,normafincher,True,IMG_1467,https://live.staticflickr.com/65535/50123431008_801cb62c35_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
38,2020-07-17T16:39:55.000Z,,,27109078@N05,normafincher,True,IMG_1470,https://live.staticflickr.com/65535/50123999091_4b83fd9d18_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
39,2020-07-13T13:14:53.000Z,,,79134513@N00,Full-Moon-Goddess,True,"Brookfield Zoo July 14, 2020 Giraffe",https://live.staticflickr.com/65535/50113878323_ee2c0ded01_b.jpg,FALSE,,"Tinley Park, USA","(41.573246002197266, -87.78428649902344)",41.573246002197266,-87.78428649902344,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
40,2020-07-02T10:54:14.000Z,,,142330757@N03,張哲嘉1,True,長頸鹿giraffe,https://live.staticflickr.com/65535/50111205856_4eee8fdba5_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
41,2020-07-13T13:28:22.000Z,,,185405184@N08,mallorybartmedia,True,Omaha Henry Doorly Zoo,https://live.staticflickr.com/65535/50109972813_4b3c6611da_b.jpg,FALSE,,"Omaha, United States","(41.25865173339844, -95.93719482421875)",41.25865173339844,-95.93719482421875,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
42,2020-07-13T13:28:50.000Z,,,185405184@N08,mallorybartmedia,True,Omaha Henry Doorly Zoo,https://live.staticflickr.com/65535/50110541811_1820097059_b.jpg,FALSE,,"Omaha, United States","(41.25865173339844, -95.93719482421875)",41.25865173339844,-95.93719482421875,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
43,2020-07-13T13:29:22.000Z,,,185405184@N08,mallorybartmedia,True,Omaha Henry Doorly Zoo,https://live.staticflickr.com/65535/50110781302_d3b5325515_b.jpg,FALSE,,"Omaha, United States","(41.25865173339844, -95.93719482421875)",41.25865173339844,-95.93719482421875,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
44,2020-07-07T09:42:17.000Z,,,28620242@N08,therovingeye,True,DSCN1356,https://live.staticflickr.com/65535/50086778613_50a6656c87_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
45,2020-07-07T09:42:14.000Z,,,28620242@N08,therovingeye,True,DSCN1361,https://live.staticflickr.com/65535/50087594792_6852e136a0_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
46,2020-07-07T16:56:07.000Z,,,22977199@N07,Pippeloentje,True,Jonge giraffe Maartje,https://live.staticflickr.com/65535/50087238101_590b2618c9_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
47,2020-07-07T16:55:34.000Z,,,22977199@N07,Pippeloentje,True,Jonge giraffe Maartje,https://live.staticflickr.com/65535/50087470392_41feee0cf2_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
48,2020-06-24T11:49:15.000Z,,,13994941@N08,iamnotabear,True,Zoo Münster,https://live.staticflickr.com/65535/50065282686_4854db8736_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
49,2020-06-28T13:54:23.000Z,,,58593880@N00,LisaDiazPhotos,True,Giraffe.,https://live.staticflickr.com/65535/50056828711_2fba9a60e6_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
50,2020-06-28T17:47:47.000Z,,,32086739@N02,OurTravelPics.com,True,hilvarenbeek_8_149,https://live.staticflickr.com/65535/50061780902_117129f46d_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
51,2020-06-25T13:29:10.000Z,,,12257795@N03,MissTessmacher,True,,https://live.staticflickr.com/65535/50047847643_5cd5a77be6_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
52,2020-06-25T13:28:57.000Z,,,12257795@N03,MissTessmacher,True,,https://live.staticflickr.com/65535/50047847523_108fa5011e_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
53,2020-06-25T14:07:48.000Z,,,34270076@N07,Steven Dijkshoorn,True,Giraffe,https://live.staticflickr.com/65535/50044883412_9e98dcf089_b.jpg,FALSE,,Westmaas,"(51.788211822509766, 4.47303581237793)",51.788211822509766,4.47303581237793,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
54,2020-06-17T12:31:38.000Z,,,188689105@N03,vmfspztw91,True,Giraffe conga.,https://live.staticflickr.com/65535/50039954137_07631094cc_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
55,2020-06-22T10:44:25.000Z,,,87728632@N07,Liger 77,True,Giraffe,https://live.staticflickr.com/65535/50038288571_352a999d20_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
56,2020-06-18T09:57:41.000Z,,,58593880@N00,LisaDiazPhotos,True,Giraffe.,https://live.staticflickr.com/65535/50020669288_eac8fc38c3_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
57,2020-06-18T10:00:22.000Z,,,58593880@N00,LisaDiazPhotos,True,Giraffe Feeding.,https://live.staticflickr.com/65535/50021212026_7957d48bdf_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
58,2020-02-22T09:00:26.000Z,,,62950692@N03,j.a.kok,True,reticulated giraffe Anne en Maartje Blijdorp BB2A0031,https://live.staticflickr.com/65535/50015744638_2d5a6be00a_b.jpg,FALSE,,Netherlands,"(52.24565505981445, 5.626992225646973)",52.24565505981445,5.626992225646973,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox', 'reticulated giraffe specific']",399
59,2020-06-09T09:44:34.000Z,,,22385343@N04,L. Letizia,True,09 JUNE 2020 - THE FARM AT WALNUT CREEK - GIRAFFE (2 of 1)-8,https://live.staticflickr.com/65535/49988745456_bc9554c6e5_b.jpg,FALSE,,"Mount Vernon, OH, United States","(40.39369583129883, -82.48665618896484)",40.39369583129883,-82.48665618896484,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
60,2020-06-09T09:48:16.000Z,,,22385343@N04,L. Letizia,True,09 JUNE 2020 - THE FARM AT WALNUT CREEK - GIRAFFE (2 of 1)-9,https://live.staticflickr.com/65535/49988230058_9b36e559af_b.jpg,FALSE,,"Mount Vernon, OH, United States","(40.39369583129883, -82.48665618896484)",40.39369583129883,-82.48665618896484,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
61,2020-06-05T07:03:08.000Z,,,119979463@N05,um_zarafa,True,"Giraffes, San Diego Safari Park Zoo. Zahara gets a kiss.",https://live.staticflickr.com/65535/49974713762_5c7e025c7d_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
62,2020-05-31T09:53:28.000Z,,,41166695@N06,ddavister,True,Dallas Zoo Visit,https://live.staticflickr.com/65535/49957801561_eed03d9d66_b.jpg,FALSE,,USA,"(39.50355529785156, -99.01830291748047)",39.50355529785156,-99.01830291748047,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
63,2020-05-31T09:53:11.000Z,,,41166695@N06,ddavister,True,Dallas Zoo Visit,https://live.staticflickr.com/65535/49957302268_dd771d4a07_b.jpg,FALSE,,USA,"(39.50355529785156, -99.01830291748047)",39.50355529785156,-99.01830291748047,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
64,2020-05-31T09:52:52.000Z,,,41166695@N06,ddavister,True,Dallas Zoo Visit,https://live.staticflickr.com/65535/49957801131_bb774545f1_b.jpg,FALSE,,USA,"(39.50355529785156, -99.01830291748047)",39.50355529785156,-99.01830291748047,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
65,2020-05-31T09:50:18.000Z,,,41166695@N06,ddavister,True,Dallas Zoo Visit,https://live.staticflickr.com/65535/49957800871_8f332981d4_b.jpg,FALSE,,USA,"(39.50355529785156, -99.01830291748047)",39.50355529785156,-99.01830291748047,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
66,2020-05-31T09:49:11.000Z,,,41166695@N06,ddavister,True,Dallas Zoo Visit,https://live.staticflickr.com/65535/49957301348_d8d4f9f547_b.jpg,FALSE,,USA,"(39.50355529785156, -99.01830291748047)",39.50355529785156,-99.01830291748047,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
67,2020-05-31T09:54:01.000Z,,,41166695@N06,ddavister,True,Dallas Zoo Visit,https://live.staticflickr.com/65535/49957289603_185e603dae_b.jpg,FALSE,,USA,"(39.50355529785156, -99.01830291748047)",39.50355529785156,-99.01830291748047,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
68,2020-05-31T09:53:49.000Z,,,41166695@N06,ddavister,True,Dallas Zoo Visit,https://live.staticflickr.com/65535/49957788661_1182152cc4_b.jpg,FALSE,,USA,"(39.50355529785156, -99.01830291748047)",39.50355529785156,-99.01830291748047,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
69,2020-05-31T09:53:37.000Z,,,41166695@N06,ddavister,True,Dallas Zoo Visit,https://live.staticflickr.com/65535/49957801916_5336ed9e54_b.jpg,FALSE,,USA,"(39.50355529785156, -99.01830291748047)",39.50355529785156,-99.01830291748047,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
70,2020-05-31T09:53:31.000Z,,,41166695@N06,ddavister,True,Dallas Zoo Visit,https://live.staticflickr.com/65535/49957801706_462c504327_b.jpg,FALSE,,USA,"(39.50355529785156, -99.01830291748047)",39.50355529785156,-99.01830291748047,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
71,2020-05-22T12:20:51.000Z,,,8767978@N04,radargeek,True,Giraffe at rest,https://live.staticflickr.com/65535/49932299771_55a6903d38_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
72,2020-05-24T10:06:58.000Z,,,132559310@N03,Richard Oude Egbrink,True,Artis Zoo,https://live.staticflickr.com/65535/49931075166_17f2a6172c_b.jpg,FALSE,,"Almere, Netherlands","(52.37201690673828, 5.216705799102783)",52.37201690673828,5.216705799102783,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
73,2020-05-21T11:14:03.000Z,,,19779889@N00,arbyreed,True,Giraffe,https://live.staticflickr.com/65535/49920144571_a10577284a_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
74,2019-09-14T10:00:39.000Z,,,188161880@N04,yoibcgda17,True,Feeding the giraffe. One of the funniest experience I have done. Go haz and the mullet (not aloud to wear hats as the giraffe like to eat them to),https://live.staticflickr.com/65535/49876077296_26370742de_b.jpg,FALSE,,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
75,2020-09-12T14:56:57.000Z,,,58593880@N00,LisaDiazPhotos,True,Giraffe.,https://live.staticflickr.com/65535/50335504168_4e3e7bfbe0_b.jpg,false,89.65879678726196,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
76,2020-09-11T11:10:21.000Z,,,51533216@N07,Markus Aeschimann,True,Zoo Zürich - 11. September 2020,https://live.staticflickr.com/65535/50330911698_9310a1f0f0_b.jpg,false,2.8445320203900337,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
77,2020-09-08T11:31:09.000Z,,,142836756@N03,Andreas Stamm,True,Giraffen erkunden die Leva Savanne im Zoo Zürich.,https://live.staticflickr.com/65535/50320774532_8996d62785_b.jpg,false,53.7921667098999,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
78,2020-09-06T18:19:41.000Z,,,23661161@N02,Mark Dumont,True,G08A4936.jpg,https://live.staticflickr.com/65535/50317878102_2a32cee625_b.jpg,false,88.06494474411011,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
79,2020-08-27T09:28:25.000Z,,,38866746@N07,ak82984,True,Giraffe,https://live.staticflickr.com/65535/50297947848_1038380c6a_b.jpg,false,78.92457842826843,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
80,2020-08-27T09:28:30.000Z,,,38866746@N07,ak82984,True,Giraffe,https://live.staticflickr.com/65535/50298776807_b2b4fe4bf2_b.jpg,false,81.97540640830994,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
81,2020-08-27T14:34:42.000Z,,,35654496@N07,nowboy8,True,YWP 27.08.20 (207),https://live.staticflickr.com/65535/50290644268_27d75ea4f0_b.jpg,false,84.5361053943634,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
82,2020-08-27T14:34:42.000Z,,,35654496@N07,nowboy8,True,YWP 27.08.20 (208),https://live.staticflickr.com/65535/50290644213_219185a440_b.jpg,false,79.585862159729,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
83,2020-08-21T10:29:49.000Z,,,183172956@N07,wandern - hiking,True,Netzgiraffe (Zoo Zürich),https://live.staticflickr.com/65535/50269808898_851aaca207_b.jpg,false,29.6012818813324,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
84,2020-08-21T10:29:13.000Z,,,183172956@N07,wandern - hiking,True,Netzgiraffe (Zoo Zürich),https://live.staticflickr.com/65535/50270649157_11574cf109_b.jpg,false,61.89981102943421,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
85,2020-08-23T17:47:55.000Z,,,23661161@N02,Mark Dumont,True,G08A0193.jpg,https://live.staticflickr.com/65535/50268556813_a49d5bd4e3_b.jpg,false,80.89284896850586,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
86,2020-08-23T17:43:34.000Z,,,23661161@N02,Mark Dumont,True,G08A0165.jpg,https://live.staticflickr.com/65535/50269397262_63bac6f2df_b.jpg,false,81.1616599559784,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
87,2020-07-25T08:58:38.000Z,,,8070463@N03,Tambako the Jaguar,True,Profile of a giraffe eating,https://live.staticflickr.com/65535/50258133387_b1c82a8c1b_b.jpg,false,67.07606315612793,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
88,2020-08-20T13:22:37.000Z,,,182196335@N06,Seraphotos_,True,A Relaxed Morning,https://live.staticflickr.com/65535/50249685052_15881d4ec2_b.jpg,unknown,69.50919032096863,The Netherlands,"(52.24565505981445, 5.626992225646973)",52.24565505981445,5.626992225646973,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
89,2020-01-09T08:58:50.000Z,,,159605000@N02,Tobias Rauch Photography,True,Rothschild Giraffe #1,https://live.staticflickr.com/65535/50246105301_6a91f1ed83_b.jpg,unknown,78.74055504798889,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
90,2020-01-09T09:20:17.000Z,,,159605000@N02,Tobias Rauch Photography,True,Rothschild Giraffe #2,https://live.staticflickr.com/65535/50245468563_9e0e272ebe_b.jpg,true,85.2316677570343,,,,,"(nan, nan)","['reticulated giraffe general', 'reticulated giraffe general africa bbox']",399
